20230215 22:44:12 INFO  [main] SalesForce.Tc01 Tc01.java18 - test case 1 inside
20230218 18:10:56 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //span[text() = 'Personal']]
20230218 18:10:56 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //span[@id='DisplayAndLayout_font']]
20230218 18:10:56 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //span[@id='DisplayAndLayout_font']]
20230218 18:10:56 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //span[@id = 'CustomizeTabs_font']]
20230218 18:10:57 INFO  [main] base.BaseClass BaseClass.java143 - Select by visible text on:[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> id: p4]value:Salesforce Chatter
20230218 18:10:57 INFO  [main] base.BaseClass BaseClass.java143 - Select by visible text on:[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //select[@id='duel_select_0']]value:Reports
20230218 18:10:57 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //img[@title='Add']]
20230218 18:10:57 INFO  [main] base.BaseClass BaseClass.java143 - Select by visible text on:[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //select[@id='duel_select_1']]value:Reports
20230218 18:10:57 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //span[@id='DisplayAndLayout_font']]
20230218 18:10:57 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //span[@id='DisplayAndLayout_font']]
20230218 18:10:58 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //span[@id='EmailSetup_font']]
20230218 18:10:58 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //a[@id='EmailSettings_font']]
20230218 18:10:58 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //input[@id='sender_name']]
20230218 18:10:59 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java480 - testcase 07 passed
20230218 18:10:59 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //input[@title='Save']]
20230218 18:11:00 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> id: userNavLabel]
20230218 18:11:00 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> id: userNavLabel]
20230218 18:11:00 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //a[text() ='Logout']]
20230218 18:11:00 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (59cc15bd27483f6ed711cce26644a563)] -> xpath: //a[text() ='Logout']]
20230218 18:11:00 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:mySettings
20230218 18:11:01 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:devloperConsole
20230218 18:11:05 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> id: username]
20230218 18:11:06 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> id: password]
20230218 18:11:06 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> xpath: //input[@id='rememberUn']]
20230218 18:11:06 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> id: Login]
20230218 18:11:09 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> id: userNavLabel]
20230218 18:11:09 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> id: userNavLabel]
20230218 18:11:09 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> id: userNavLabel]
20230218 18:11:09 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> xpath: //a[contains(text(),'Developer Console')]]
20230218 18:11:10 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> id: userNavLabel]
20230218 18:11:10 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> id: userNavLabel]
20230218 18:11:10 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> xpath: //a[text() ='Logout']]
20230218 18:11:10 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (5af7f77c186dac66317f2f63bf3355fc)] -> xpath: //a[text() ='Logout']]
20230218 18:11:11 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:devloperConsole
20230218 18:11:11 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:createAccount
20230218 18:11:15 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> id: username]
20230218 18:11:16 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> id: password]
20230218 18:11:16 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> id: Login]
20230218 18:11:20 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //a[@title='Accounts Tab']]
20230218 18:11:20 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //a[@title='Accounts Tab']]
20230218 18:11:20 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //a[@title='Accounts Tab']]
20230218 18:11:23 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //*[@id='tryLexDialogX'] ]
20230218 18:11:29 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> id: createNew]
20230218 18:11:31 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //*[@id="createNewMenu"]/a[4]]
20230218 18:11:34 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //*[@id="acc2"]]
20230218 18:11:34 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //*[@id="acc2"]]
20230218 18:11:34 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //*[@name='save']]
20230218 18:11:36 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java591 - testcase 10 passed
20230218 18:11:36 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> id: userNavLabel]
20230218 18:11:36 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> id: userNavLabel]
20230218 18:11:36 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //a[text() ='Logout']]
20230218 18:11:36 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (bda7dbca210697c738057abe683848c8)] -> xpath: //a[text() ='Logout']]
20230218 18:11:37 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:createAccount
20230218 18:11:37 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:createNewView
20230218 18:11:42 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> id: username]
20230218 18:11:43 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> id: password]
20230218 18:11:43 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> id: Login]
20230218 18:11:48 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> xpath: //a[@title='Accounts Tab']]
20230218 18:11:48 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> xpath: //a[@title='Accounts Tab']]
20230218 18:11:49 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> xpath: //a[@title='Accounts Tab']]
20230218 18:11:52 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> xpath: //*[@id='tryLexDialogX'] ]
20230218 18:11:54 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> xpath: //a[text()='Create New View']]
20230218 18:11:55 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> xpath: //a[text()='Create New View']]
20230218 18:11:55 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> xpath: //input [@id = 'fname']]
20230218 18:11:55 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> xpath: //input [@id = 'devname']]
20230218 18:11:56 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (b7c233232ff3bac0f59f9024d9dc4c10)] -> xpath: //input[@name = 'save']]
20230218 18:15:31 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:errorMessageBlankPassword
20230218 18:15:38 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java66 - test case 1 inside
20230218 18:15:38 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (d5ea6678e7aa441b627da5d05c208d10)] -> id: username]
20230218 18:15:39 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (d5ea6678e7aa441b627da5d05c208d10)] -> id: password]
20230218 18:15:39 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (d5ea6678e7aa441b627da5d05c208d10)] -> id: Login]
20230218 18:15:40 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java85 - test Case 1 passed
20230218 18:15:40 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:errorMessageBlankPassword
20230218 18:15:40 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:loginPage
20230218 18:15:45 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (573cbe7f8aab40eb320eb52f6b933972)] -> id: username]
20230218 18:15:45 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (573cbe7f8aab40eb320eb52f6b933972)] -> id: password]
20230218 18:15:45 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (573cbe7f8aab40eb320eb52f6b933972)] -> id: Login]
20230218 18:15:48 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java119 - testcase 02 passed
20230218 18:15:48 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:loginPage
20230218 18:15:49 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:validateCheck
20230218 18:15:54 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (27c93203631111bcc3a9176728b771e6)] -> id: username]
20230218 18:15:55 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (27c93203631111bcc3a9176728b771e6)] -> id: password]
20230218 18:15:55 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (27c93203631111bcc3a9176728b771e6)] -> xpath: //input[@id='rememberUn']]
20230218 18:15:55 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (27c93203631111bcc3a9176728b771e6)] -> id: Login]
20230218 18:15:58 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (27c93203631111bcc3a9176728b771e6)] -> id: userNavLabel]
20230218 18:15:58 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (27c93203631111bcc3a9176728b771e6)] -> id: userNavLabel]
20230218 18:15:58 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (27c93203631111bcc3a9176728b771e6)] -> id: userNavLabel]
20230218 18:16:01 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (27c93203631111bcc3a9176728b771e6)] -> xpath: //a[text() ='Logout']]
20230218 18:16:01 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (27c93203631111bcc3a9176728b771e6)] -> xpath: //a[text() ='Logout']]
20230218 18:16:06 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java162 - testcase 03 passed
20230218 18:16:06 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:validateCheck
20230218 18:16:06 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:forgotPassword
20230218 18:16:12 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (6fe096db30e4891507267c1b707b35f5)] -> id: forgot_password_link]
20230218 18:16:12 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (6fe096db30e4891507267c1b707b35f5)] -> id: un]
20230218 18:16:12 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (6fe096db30e4891507267c1b707b35f5)] -> id: un]
20230218 18:16:12 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (6fe096db30e4891507267c1b707b35f5)] -> id: continue]
20230218 18:16:13 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (6fe096db30e4891507267c1b707b35f5)] -> class name: mb12]
20230218 18:16:13 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:forgotPassword
20230218 18:16:13 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:errorWIthInvalidCred
20230218 18:16:25 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (663f301c7ef091d76904a04813bf37af)] -> id: username]
20230218 18:16:25 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (663f301c7ef091d76904a04813bf37af)] -> id: password]
20230218 18:16:25 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (663f301c7ef091d76904a04813bf37af)] -> id: Login]
20230218 18:16:26 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java224 - testcase 4b passed
20230218 18:16:26 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:errorWIthInvalidCred
20230218 18:16:26 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:userMenuDropDown
20230218 18:16:32 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (282d313fc41862681c6cba140182244b)] -> id: username]
20230218 18:16:33 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (282d313fc41862681c6cba140182244b)] -> id: password]
20230218 18:16:33 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (282d313fc41862681c6cba140182244b)] -> xpath: //input[@id='rememberUn']]
20230218 18:16:33 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (282d313fc41862681c6cba140182244b)] -> id: Login]
20230218 18:16:39 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (282d313fc41862681c6cba140182244b)] -> id: userNavLabel]
20230218 18:16:39 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (282d313fc41862681c6cba140182244b)] -> id: userNavLabel]
20230218 18:16:39 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java263 - testcase 05 passed
20230218 18:16:39 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:userMenuDropDown
20230218 18:16:40 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:myProfileOptions
20230218 18:16:46 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> id: username]
20230218 18:16:47 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> id: password]
20230218 18:16:47 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> id: Login]
20230218 18:16:54 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> id: userNavLabel]
20230218 18:16:54 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> id: userNavLabel]
20230218 18:16:54 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> id: userNavLabel]
20230218 18:16:54 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> xpath: //a[text()='My Profile']]
20230218 18:16:59 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> xpath: //a[@class='contactInfoLaunch editLink']]
20230218 18:17:00 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> xpath: //a[@class='contactInfoLaunch editLink']]
20230218 18:17:10 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> partial link text: About]
20230218 18:17:10 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> xpath: //body[1]/div[1]/div[1]/div[1]/div[2]/form[1]/div[1]/input[1]]
20230218 18:17:13 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> id: publisherAttachTextPost]
20230218 18:17:13 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> xpath: //span[text() = 'File']]
20230218 18:17:13 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> id: chatterUploadFileAction]
20230218 18:17:21 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (afc0f4a020cea0f597136aa25c96e60c)] -> id: publishersharebutton]
20230218 18:20:40 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:errorMessageBlankPassword
20230218 18:20:47 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java66 - test case 1 inside
20230218 18:20:48 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (717c8f9626ae8cfcebac3e830cb30abf)] -> id: username]
20230218 18:20:48 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (717c8f9626ae8cfcebac3e830cb30abf)] -> id: password]
20230218 18:20:48 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (717c8f9626ae8cfcebac3e830cb30abf)] -> id: Login]
20230218 18:20:48 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java85 - test Case 1 passed
20230218 18:20:48 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:errorMessageBlankPassword
20230218 18:20:49 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:loginPage
20230218 18:20:55 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (a1194d015c83c95c86b4bb3a2e1588b2)] -> id: username]
20230218 18:20:55 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (a1194d015c83c95c86b4bb3a2e1588b2)] -> id: password]
20230218 18:20:55 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (a1194d015c83c95c86b4bb3a2e1588b2)] -> id: Login]
20230218 18:20:58 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java119 - testcase 02 passed
20230218 18:20:58 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:loginPage
20230218 18:20:59 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:validateCheck
20230218 18:21:05 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (0f253a72c5c96eb3b85c421a4a32a7d2)] -> id: username]
20230218 18:21:06 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (0f253a72c5c96eb3b85c421a4a32a7d2)] -> id: password]
20230218 18:21:06 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (0f253a72c5c96eb3b85c421a4a32a7d2)] -> xpath: //input[@id='rememberUn']]
20230218 18:21:06 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (0f253a72c5c96eb3b85c421a4a32a7d2)] -> id: Login]
20230218 18:21:09 INFO  [main] base.BaseClass BaseClass.java133 - action performing on:[[ChromeDriver: chrome on WINDOWS (0f253a72c5c96eb3b85c421a4a32a7d2)] -> id: userNavLabel]
20230218 18:21:09 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (0f253a72c5c96eb3b85c421a4a32a7d2)] -> id: userNavLabel]
20230218 18:21:09 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (0f253a72c5c96eb3b85c421a4a32a7d2)] -> id: userNavLabel]
20230218 18:21:11 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (0f253a72c5c96eb3b85c421a4a32a7d2)] -> xpath: //a[text() ='Logout']]
20230218 18:21:11 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (0f253a72c5c96eb3b85c421a4a32a7d2)] -> xpath: //a[text() ='Logout']]
20230218 18:21:16 INFO  [main] SalesForce.SalesForceWithFrameLoginPage SalesForceWithFrameLoginPage.java162 - testcase 03 passed
20230218 18:21:16 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:validateCheck
20230218 18:21:17 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:forgotPassword
20230218 18:21:22 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (99f05f1e9b6d04530421709fdba47d38)] -> id: forgot_password_link]
20230218 18:21:22 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (99f05f1e9b6d04530421709fdba47d38)] -> id: un]
20230218 18:21:22 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (99f05f1e9b6d04530421709fdba47d38)] -> id: un]
20230218 18:21:22 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (99f05f1e9b6d04530421709fdba47d38)] -> id: continue]
20230218 18:21:23 INFO  [main] base.BaseClass BaseClass.java126 - waiting for element:[[ChromeDriver: chrome on WINDOWS (99f05f1e9b6d04530421709fdba47d38)] -> class name: mb12]
20230218 18:21:23 INFO  [main] base.BaseClass BaseClass.java71 - Driver close:forgotPassword
20230218 18:21:23 INFO  [main] base.BaseClass BaseClass.java57 - Started test script:errorWIthInvalidCred
20230218 18:21:36 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (ea7a4e653154e3f6a94fbab759eb8831)] -> id: username]
20230218 18:21:36 INFO  [main] base.BaseClass BaseClass.java121 - clicked[[ChromeDriver: chrome on WINDOWS (ea7a4e653154e3f6a94fbab759eb8831)] -> id: password]
